epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
1,1.309340313076973,1.169295543118527,0.315,0.4385347013084239,0.4488717483363581,0.2871540536686762,0.3428496129262527
2,1.1478501448505802,1.0857147950875132,0.5866666666666667,0.47888648973753223,0.5292403422348976,0.4841469780332316,0.6017338130310332
3,1.0615371849976087,1.137780321271796,0.555,0.46863553113553114,0.4916779016506784,0.42277846736170355,0.5594686921749092
4,1.00999445311333,1.1457327102359973,0.5533333333333333,0.4775123190301761,0.4852476017630283,0.46169933306111344,0.5722038655233429
5,0.9234909019187877,1.098845594807675,0.5383333333333333,0.4478077224725739,0.491816178376977,0.43856575096536754,0.5637313768739242
6,0.9205057362192556,1.0943381849088167,0.605,0.4943211329114595,0.516897848068447,0.4990647813171435,0.6158799663364352
7,0.8296288847923279,1.1472138511507135,0.5383333333333333,0.46410985994304266,0.4905846512833809,0.4456683323519373,0.5584656029189319
8,0.8040458591360795,1.2444186430228383,0.6283333333333333,0.5143536071798995,0.5180343099127128,0.475266427546739,0.6092904962804851
